article,output6.xml,DT65.xml
DT65-05769,"commune de Luz S
          :",commune de (Gèdre) +Luz S          :
DT65-05789,"communes de Tajan, Monlong, Laran SO, Sabarros, Vieuzos, Betpouy, Barthe, Larroque, Guizerix où elle se jette dans la Bayse-devant ; cours de 21 km.","communes de Tajan, Monlong, +Laran SO, Sabarros, Vieuzos, Betpouy, Barthe, Larroque, Guizerix où elle se jette dans la Bayse-devant ; cours de 21 km."
DT65-05805,"commune de Hèches SE
         .",commune de (Ilhet) +Hèches SE         .
DT65-05847,"commune de Sers NE
          :",commune de (Betpouey) +Sers NE          :
DT65-05851,d'Eaux-Bonnes (Basses-Pyrénées).,+d'Eaux Bonnes (Basses-Pyrénées).
DT65-05862,Cauterets S.,+Cauterets S.
DT65-05871,"vallée d'Ossoue, Gavarnie NO (+2577 m).","vallée d'Ossoue, +Gavarnie NO (+2577 m)."
DT65-05880,"canton de Nestier, aujourd'hui Saint-Laurent SE, ","canton de Nestier, +aujourd'hui Saint-Laurent SE, "
DT65-05881,"commune d'Arras SE
         .",commune d'(Arcizans-avant) +Arras SE         .
DT65-05885,"commune de Bégole et d'Esparros SO
         .",commune de Bégole +et d'Esparros SO         .
DT65-05905,Bigerrions ; vestiges g.r.) ; capitale du ,+Bigerrions ; vestiges g.r.) ; capitale du 
DT65-05914,"commune de Ibos N
          ;",commune de (Bordères) +Ibos N          ;
DT65-05919,"commune de Castelbajac, aujourd'hui Houeydets E
         .","commune de Castelbajac, +aujourd'hui Houeydets E         ."
DT65-05929,"commune d'Arrens et de Ferrère SO
         .",commune d'Arrens (+Ferrère SO)         .
DT65-05931,"commune de Lassalles (Tucoulas ?)
         .",commune de Lassalles (+Tucoulas ?)         .
DT65-05943,communes de Banios et de Aucun E.,communes de Banios et de (Bun) +Aucun E.
DT65-05965,Sers E.,(hameau de Barèges) +Sers E.
DT65-05966,communes de Saint-Lary S (,communes de +Saint-Lary S (
DT65-05984,Canton de Tournay :,Cton de Tournay :
DT65-05985,"commune de Sariac NO (?)
          :",commune de Sariac +NO (?)          :
DT65-05988,"Anères, Saint-Laurent, et se perd dans la Neste.","(Anères, Mazères) +Saint-Laurent, et se perd dans la Neste."
DT65-05990,"commune de Tramezaygues S
         , altitude 3023 m (+? 2811).","commune de (Aragnouet) +Tramezaygues S         , altitude 3023 m (+? 2811)."
DT65-05996,"commune de Cadéac NO
         .",commune de (Arreau) +Cadéac NO         .
DT65-05997,"commune de Castéra-Lanusse (Thoué limitrophe, Péré NO)
         .","commune de Castéra-Lanusse (+Thoué limitrophe, Péré NO)         ."
DT65-06021,"vallées d'Azun et d'Ossau, Arrens SO (2771 m).","vallées d'Azun et d'Ossau, +Arrens SO (2771 m)."
DT65-06026,"commune de Barèges E
          :",commune de (Cauterets) +Barèges E          :
DT65-06033,entre les vallées de Campan et de Castelloubon (Bagnères SO) :,entre les vallées de Campan et de Castelloubon (+Bagnères SO) :
DT65-06036,"vallée du Maillet (à Héas, Gèdre SE.).","vallée du Maillet (+à Héas, Gèdre SE.)."
DT65-06038,non loin de la Hourquette de Barèges (bassin d'Escoubous).,non loin de la Hourquette de Barèges (+bassin d'Escoubous).
DT65-06046,Campan S).,+Campan S).
DT65-06051,"commune de Sers NE
          :",commune de (Barèges) +Sers NE          :
DT65-06054,"commune de Campan O
          :",commune de (Beaudéan) +Campan O          :
DT65-06057,"vallée de Barousse, Sost S.","vallée de Barousse, +Sost S."
DT65-06083,"commune de Gardères SO
          (inf. com.).",commune de (Luquet NO) +Gardères SO          (inf. com.).
DT65-06113,Lafitole NO en limite de Maubourguet :,(+Lafitole NO en limite de) Maubourguet :
DT65-06135,"commune de Juncalas SE
         .",commune de (Cheust) +Juncalas SE         .
DT65-06137,communes de Bouilh-devant et Luquet SE (tumulus Hallstatt).,communes de Bouilh-devant et Luquet SE (+tumulus Hallstatt).
DT65-06144,communes de Antin N et de Galan et Bugard.,communes de (Bernadets-debat) +Antin N et de Galan (+et Bugard N).
DT65-06147,"communes de : Angos, Ayzac-Ost, Argelès, Bernac-dessus E, Bugard SO, Gourgue, Hiis, Louey NE (de Balabay), Sariac NE, Etymologie (non ","communes de : Angos, Ayzac-Ost, Argelès, +Bernac-dessus E, Bugard SO, Gourgue, Hiis, Louey NE (de Balabay), Sariac NE, Etymologie (non "
DT65-06156,"commune de Barbazan-dessus O
         .",commune de Barbazan +dessus O         .
DT65-06158,communes de Maubourguet ou de Lafitole : la tradition y voit l'emplacement d'un camp arabe.,communes de Maubourguet et (+ou) de Lafitole : la tradition y voit l'emplacement d'un camp arabe.
DT65-06162,"canton de Nestier, aujourd'hui Saint-Laurent O, Nébouzan :","canton de Nestier, +aujourd'hui Saint-Laurent O, Nébouzan :"
DT65-06198,"commune de Nistos (Verbizier)
         .",commune de Nistos (+Verbizier)         .
DT65-06203,vallée de Barège (ouest du Gave) :,vallée de Barège (+ouest du Gave) :
DT65-06206,vallée de Barège Bastan :,vallée de Barège (+Bastan) :
DT65-06218,commune de Beaucens N :,commune de (Préchac) +Beaucens N :
DT65-06225,"commune de Bagnères SO
         .",commune de (Beaudéan) +Bagnères SO         .
DT65-06237,"communes de Mauléon, Geu et Arras NE.","communes de Mauléon, Geu, (+Arras NE)."
DT65-06259,"canton d'Ossun, aujourd'hui de Vic O, Bigorre. village non mentionné en ","canton d'Ossun, +aujourd'hui de Vic O, Bigorre. village non mentionné en "
