Article,Vedette,Type vedette,Candidat,INSEE,Définition
DT37-13132,"Gravière (borderie de la),",,bourg de Balesmes,,dans le bourg de Balesmes.
DT37-13217,"Gressignère (le lieu de la),",,bourg de Charnizay,,près du bourg de Charnizay.
DT37-13241,"Grille (le lieu de la),",,Réaux,,"près du chemin des Réaux, commune de Chouzé-sur-Loire."
DT37-13244,"Grille (le lieu de la),",,Ussé,,"à Ussé, commune de Rigny."
DT37-13278,"Gripault (le lieu de),",,moulin de la Besse,,"près du moulin de la Besse, commune de Gizeux."
DT37-13282,"Gripeignes (le lieu des),",,Fosse,,"commune de la Celle-Saint-Avent, près du chemin de la Rivaudière à la Fosse."
DT37-13344,"Gros-Cailloux (le lieu des),",,ferme du Port-de-Nouâtre,,"près de la Vienne et de la ferme du Port-de-Nouâtre, commune de Marcilly-sur-Vienne."
DT37-13353,"Gros-Chillou (le lieu du),",,Sainte-Julitte,,"commune de Charnizay, près du chemin de Charnizay à Sainte-Julitte."
DT37-13355,"Gros-Chillou (le lieu du),",,Villiers,,"commune de Maillé, près du chemin de Maillé à Villiers."
DT37-13371,"Gros-Ormeau (le lieu du),",,environs de Chinon,,dans les environs de Chinon.
DT37-13387,"Grosse-Borne (le lieu de la),",,Germain,,"commune de Saint-Flovier, près du chemin de la Folie à Germain."
DT37-13390,"Grosse-Borne (le lieu de la),",,Couarde,,"commune de Sorigny, près du chemin de l’Oclinière à la Couarde."
DT37-13404,"Grosse-Tour,",ferme,bourg de Faye-la-Vineuse,,"ferme, dans le bourg de Faye-la-Vineuse."
DT37-13417,"Grotte (le lieu de la),",,Aubigny,,"commune de Loché, près du chemin de la Haute-Rairie à Aubigny."
DT37-13508,"Gué-de-l’Étra (le),",,moulin de Lège,,"sur l’Indre, près du moulin de Lège, commune de la Chapelle-Saint-Hippolyte."
DT37-13529,"Gué-des-Pendus (le lieu du),",,moulin d’Armentières,,"près du moulin d’Armentières, commune de Rivarennes."
DT37-13531,"Gué-du-Douai (le lieu du),",,la Celle-Guenand,,"commune de Charnizay, près du chemin de Bossay à la Celle-Guenand."
DT37-13567,"Guenaye (maison de la),",,Champigny,,à Champigny.
DT37-13648,"Guertière (le lieu de la),",,Rondet,,"paroisse de Luzé, près du chemin de Champigny-le-Sec à 288Rondet."
DT37-13670,"Guetterie (le lieu de la),",,Touches,,"commune de Neuil, près du chemin d’Azay aux Touches."
DT37-13683,"Guibards (le bois des),",,Pouzières,,"commune de Thilouze, près du chemin de Pont-de-Ruan à Pouzières."
DT37-13685,"Guiberts (le lieu des),",,Pont,,"commune de Neuil, près du chemin de Saint-Épain au Pont."
DT37-13723,"Guigne (la croix de),",,Lande,,"commune de Villeloin, près du chemin de Montrésor à la Lande."
DT37-13738,"Guigny (le lieu de),",dépendance,marquisat de Beaumont-la-Ronce,,"dépendance du marquisat de Beaumont-la-Ronce. — (Archives d’Indre-et-Loire, C, 443)."
DT37-13777,"Guilletrie (le lieu de la),",,bourg de Saunay,,"dans le bourg de Saunay, près de l’église."
DT37-13865,"Habeau (croix de l’),",,Bonde,,"commune de Saint-Pierre-des-Corps, près du chemin de Tours à la Bonde."
DT37-13870,"Habit (chapelle de Saint-Jean-de-l’),",,Rives,,"à Rives, paroisse d’Abilly."
DT37-13916,"Halles-et-du-Palais (le fief des),",,paroisse du Grand-Pressigny,,paroisse du Grand-Pressigny.
DT37-13965,"Hardonnière (le lieu de la),",,Maisons-Neuves,,"commune de Bossée, près du chemin de la Bulottière aux Maisons-Neuves."
DT37-13984,"Haret (la maison de),",,bourg de Fondettes,,dans le bourg de Fondettes.
DT37-14029,"Haut-Bourg (le),",ferme,bourg de Fleuray,,"ferme, près du bourg de Fleuray, commune de Cangy."
DT37-14042,"Haut-de-la-Roue (le lieu du),",,la Ville-aux-Dames,,"commune de Montlouis, près du chemin de Montlouis à la Ville-aux-Dames."
DT37-14071,"Haute-Barrière (le lieu de la),",,Carroi-Tonneau,,"commune de Sazilly, près du chemin de la Pictière au Carroi-Tonneau."
DT37-14110,"Hautes-Attelles (la maison des),",,bourg de Ballan,,dans le bourg de Ballan.
DT37-14113,"Hautes-Bornes (le lieu des),",,Chemillé,,"près du chemin de Couture à Chemillé, commune d’Épeigné-sur-Dême."
DT37-14114,"Hautes-Bornes (le lieu des),",,Lorset,,"commune de Saint-Branchs, près du chemin de Saint-Branchs à Lorset."
DT37-14305,"Heugnes (châtellenie d’),",,Berry,,située en Berry.
DT37-14376,"Hôtel-Noble (l’),",,bourg de Vernou,,près du bourg de Vernou.
DT37-14377,"Hôtel-Saint-Louis (l’),",,bourg de Paulmy,,dans le bourg de Paulmy.
DT37-14415,"Houlzais (le lieu de),",,bois du Bas-de-Chezelles,,"près du bois du Bas-de-Chezelles, commune de Chezelles."
DT37-14453,"Houx (fontaine des),",,bois de Candé,,"près des bois de Candé, commune de Monts."
DT37-14501,"Hucherolle (le lieu de),",,limites de Saint-Christophe,,"commune de Jaulnay, sur les limites de Saint-Christophe (Vienne)."
DT37-14553,"Hurbaillière (fontaine de la),",,Esves,,"commune d’Esves-le-Moutier, près du chemin de Ciran à Esves."
DT37-14554,"Huriveau (le Grand-),",métairie,paroisse ,,"métairie, paroisse 361de Saint-Benoît-du-Lac-Mort."
DT37-14581,"Hys (le ruisseau d’),",,Hys,,"prend sa source dans la commune du Liège, passe à Hys, commune de Genillé et se jette dans l’Indrois, au lieu appelé les Secherins."
DT37-14604,"Ile-Brûlée (le lieu de l’),",,Ile-de-Saint-Martin,,"dans la grande Ile-de-Saint-Martin, commune de la Chapelle-sur-Loire."
DT37-14607,"Ile-Credo (le lieu de l’),",,Ile-de-Saint-Martin,,"dans la grande Ile-de-Saint-Martin, commune de la Chapelle-sur-Loire."
DT37-14614,"Ile-des-Farces (le lieu de l’),",,Ile-de-Saint-Martin,,"dans la grande Ile-de-Saint-Martin, commune de Chapelle-sur-Loire."
DT37-14618,"Ile-du-Canada (le lieu de l’),",,Ile-de-Saint-Martin,,"dans la grande Ile-de-Saint-Martin, commune de la Chapelle-sur-Loire."
DT37-14629,"Ileaux (le fief des),",,paroisses de Pocé et de Limeray,,paroisses de Pocé et de Limeray.
DT37-14640,"Ile-Tapecul (le lieu de l’),",,Ile-de-Saint-Martin,,"dans la grande Ile-de-Saint-Martin, commune de la Chapelle-sur-Loire."
DT37-14644,"Iles (le lieu des),",,moulin d’Épigny,,"près du moulin d’Épigny, commune de Ligueil."
DT37-14673,"Isaac (la fontaine d’),",lieu,Tête-des-Prés,,"au lieu appelé Tête-des-Prés, commune de Faye-la-Vineuse."
DT37-14684,"Islette (le lieu de l’),",,bourg de Montbazon,,dans le bourg de Montbazon.
DT37-14685,"Islette (le lieu de l’),",,bourg de Vou,,près du bourg de Vou.
DT37-14694,"Jable (le ruisseau de),",lieu,Vallée-de-la-Fontaine-de-Jable,,"prend sa source au lieu appelé Vallée-de-la-Fontaine-de-Jable, commune de Champigny ;"
DT37-14709,"Saint-Jacques (maison de),",,bourg de Bueil,,dans le bourg de Bueil.
DT37-14723,"Jacquet (le bois),",,Barbeneuve,,"commune de Saint-Senoch, près du chemin de la Glometerie à Barbeneuve."
DT37-14740,"Jalais (le lieu des),",,Azay,,"commune de Saint-Benoît, près du chemin de Saint-Benoît à Azay."
DT37-14759,"Saint-James (la chapelle de),",,carroi des Boucheries,,"près du carroi des Boucheries, commune de Rochecorbon."
DT37-14789,"Jard (la fontaine du),",,Étang-Martin,,"commune de Ligré, près du chemin de la Rajace à l’Étang-Martin."
DT37-14795,"Jardellerie (la),",,paroisses de Chisseaux et de Chissé,,paroisses de Chisseaux et de Chissé.
DT37-14803,"Jardin-des-Bois-Morts (le lieu du),",,bourg de la Ferrière,,près du bourg de la Ferrière.
DT37-14804,"Jardin-des-Cordeliers (le lieu du),",,Bussières,,"commune de Chanceaux, canton de Loches, près du chemin de Beaurepaire à Bussières."
DT37-14877,"Jaunes (le lieu des),",,Paris,,"commune de Sainte-Maure, près de la route de Bordeaux à Paris."
DT37-14893,"Jean-de-Bois (le lieu de),",,Maillé,,"commune de Nouâtre, près du chemin de Nouâtre à Maillé."
DT37-14911,"Jermoire (le lieu de la),",,Vallée,,"commune de Parçay-Meslay, près du chemin de Meslay à la Vallée."
DT37-14959,"Jonchère (le lieu de la),",,limites de Vezières,,"commune de Lerné, sur les limites de Vezières (Vienne)."
DT37-14962,"Jonchères (la croix des),",,Saint-Antoine,,"commune de Rouziers, près du chemin de Rouziers à Saint-Antoine."
DT37-14970,"Jone (le lieu de la),",,Marnay,,"commune de Lignières, près du chemin de Vallères à Marnay."
DT37-15016,"Jouisses (le lieu des),",,Turpenay,,"commune de Ligré, près du chemin de Ligré à Turpenay."
DT37-15031,"Jourdelin (fontaine de),",,Gesnière,,"commune de Bournan, près du chemin de Bournan à la Gesnière."
DT37-15038,"Joûtes (le carroi des),",,Obterre,,"commune de Bossay, près du chemin de Preuilly à Obterre."
DT37-15086,"Saint-Julien (le lieu de),",,Greux,,"près du Petit-Filet et de Greux, commune de Montlouis."
DT37-15088,"Saint-Julien (le lieu de),",,château de Reignac,,près du château de Reignac.
DT37-15136,"Justice (le lieu de la),",,Marigny,,"commune de Luzé, près du chemin de Luzé à Marigny."
DT37-15137,"Justice (le lieu de la),",,Gaugaine,,"commune de Noizay, près du chemin de Chançay à Gaugaine."
DT37-15138,"Justice (le lieu de la),",,moulin du Temple,,"près du moulin du Temple, commune de Nouâtre."
DT37-15148,"Justices (le lieu des),",,limites de Vezières,,"commune de Lerné, près des limites de Vezières (Vienne)."
DT37-15163,"Lac (le lieu du),",,Mondion,,"commune de Jaulnay, près du chemin de Richelieu à Mondion."
DT37-15174,"Lac-Carault (le lieu du),",,Saint-Gilles,,"commune de Luzé, près du chemin de Nouatre à Saint-Gilles."
DT37-15175,"Lac-de-la-Cour (le lieu du),",,bois des Yvonetries,,"dans le bois des Yvonetries, commune de Couziers."
DT37-15219,"Laleu (le fief de),",,bourg de Mosnes,,dans le bourg de Mosnes.
DT37-15237,"Saint-Martin-de-Lamps,",commune,département de l’Indre,,"commune du département de l’Indre,"
DT37-15239,"Lancerie, ou Lancerre (la),",ferme,commune ,,"ferme, commune 11du Grand-Pressigny."
DT37-15285,"Lande-du-Fief (le lieu de la),",,Échelleries,,"commune de Saint-Patrice, près du chemin d’Ingrandes aux Échelleries."
DT37-15310,"Landes (le lieu des),",,Poitou,,"paroisse de Poizay-le-Joly, en Poitou."
DT37-15340,"Langibaut (le lieu de),",,paroisse du Sentier,,paroisse du Sentier.
DT37-15385,"Latan, ou Lathan (le),",rivière,département de Maine-et-Loire,,"rivière, prend 29sa source près du château de Champchévrier, commune de Cléré, passe à Savigne et à Rille et se confond avec l’Authion, dans le département de Maine-et-Loire."
DT37-15387,Laterme,,côté de Turpenay,,du côté de Turpenay.
DT37-15404,"Laumières (le lieu des),",,Charpentières,,"commune de la Tour-Saint-Gelin, près du chemin des Charpentières à la Menardière."
DT37-15404,"Laumières (le lieu des),",,Menardière,,"commune de la Tour-Saint-Gelin, près du chemin des Charpentières à la Menardière."
DT37-15517,"Levrière (le lieu de la),",,Valinière,,"commune de Rochecorbon, près du chemin de Rochecorbon à la Valinière."
DT37-15522,"Lhumeau (le lieu de),",,paroisse du Grand-Pressigny,,paroisse du Grand-Pressigny.
DT37-15523,"Lhumois (le fief de),",,Anjou,,"paroisse de Breil, en Anjou."
DT37-15525,"Liagosse (le lieu de),",,Fougereau,,"commune de Charnizay, près du chemin de Pressigny à Fougereau."
DT37-15527,"Liandis (le bois),",,Faye,,"commune de Faye-la-Vineuse, près du chemin de Faye à Braye."
DT37-15527,"Liandis (le bois),",,Braye,,"commune de Faye-la-Vineuse, près du chemin de Faye à Braye."
DT37-15584,"Ligueillois (le),",territoire,baronnie de Ligueil,,nom donné autrefois au territoire compris dans la baronnie de Ligueil.
DT37-15585,"Ligullium,",domaine,environs de Damzay,,"nom d’un domaine situé dans les environs de Damzay, paroisse de Beaumont-en-Véron, et qui fut donné à l’abbaye de Saint-Frorent de Saumur, par Hugues Traval, vers 1022. — (Livre noir de Saint-Florent de Saumur)."
DT37-15597,"Limbes (la croix des),",,Gatineau,,"commune de Saint-Paterne, près du chemin de Gatineau à la Friperie."
DT37-15597,"Limbes (la croix des),",,Friperie,,"commune de Saint-Paterne, près du chemin de Gatineau à la Friperie."
DT37-15616,"Lingornin (le lieu de),",,Obterre,,"commune de Charnizay, près du chemin de Pressigny à Obterre."
DT37-15638,"Lirets (le lieu des),",,Noyers,,"commune de Maillé-Lailler, près du chemin de Noyers à Sepmes."
DT37-15642,"Lisardière (la), ou Lizardière,",,Anjou,,"paroisse de Broc, en Anjou."
DT37-15659,"Litres (le lieu des),",,Ormes,,"commune de Marigny, près du chemin de Richelieu aux Ormes."
DT37-15670,"Lizon (le lieu du),",,Bellevue,,"commune de Marçay, près du chemin de Couesme à Bellevue."
DT37-15715,"Loger (le bois),",,Fougereau,,"commune de Charnizay, près du chemin de Pressigny à Fougereau."
DT37-15735,"Loges (le lieu des),",,Marigny,,"commune de Luzé, près du chemin de Luze à Marigny."
DT37-15738,"Loges (le fief des),",,Poitou,,"paroisse d’Orches, en Poitou."
DT37-15742,"Loges (le lieu des),",,Marchais-Ruisseau,,"commune de Sainte-Maure, près du chemin de Sainte-Maure au Marchais-Ruisseau."
DT37-15754,"Loiseau (la fontaine),",,Blinerie,,"commune de Ferrières-Larçon, près du chemin de la Blinerie à Esves-le-Moutier."
DT37-15772,"Long (le),",rivière,côté de Beaumont-la-Ronce,,"rivière, prend sa source du côté de Beaumont-la-Ronce, passe à Villebourg et se jette dans le Loir, au nord de Dissai."
DT37-15772,"Long (le),",rivière,Dissai,,"rivière, prend sa source du côté de Beaumont-la-Ronce, passe à Villebourg et se jette dans le Loir, au nord de Dissai."
DT37-15795,"Longuettes (la fosse des),",,landes du Ruchard,,"dans les landes du Ruchard, commune d’Avon."
DT37-15798,"Lonières (le lieu des),",,Baretterie,,"commune du Grand-Pressigny, près du chemin de la Baretterie à la forêt du Grand-Pressigny."
DT37-15798,"Lonières (le lieu des),",,forêt du Grand-Pressigny,,"commune du Grand-Pressigny, près du chemin de la Baretterie à la forêt du Grand-Pressigny."
DT37-15808,"Lorets (le lieu des),",,Rousselière,,"commune de Saint-Épain, près du chemin de la Rousselière aux Huttières."
DT37-15808,"Lorets (le lieu des),",,Huttières,,"commune de Saint-Épain, près du chemin de la Rousselière aux Huttières."
DT37-15809,"Lorette (chapelle de Notre-Dame-de-),",,Trevaudière,,"à la Trevaudière, commune de Tauxigny."
DT37-15824,"Loualerie (la croix de),",,Lande,,"commune de Bueil, près de Loualerie et du chemin de la Lande à la Corbinière."
DT37-15824,"Loualerie (la croix de),",,Corbinière,,"commune de Bueil, près de Loualerie et du chemin de la Lande à la Corbinière."
DT37-15833,"Louche, ou Ouche (l’),",ancien fief,bourg de Mosnes,,"ancien fief, situé dans le bourg de Mosnes."
DT37-15850,"Louines (le lieu des),",,Vauguérin,,"commune de Crouzilles, près du chemin de Vauguérin à la Sommeraye."
DT37-15850,"Louines (le lieu des),",,Sommeraye,,"commune de Crouzilles, près du chemin de Vauguérin à la Sommeraye."
DT37-15859,"Loulets (le lieu des),",,paroisse du Petit-Pressigny,,paroisse du Petit-Pressigny.
DT37-15865,"Loupendu (le lieu de),",,Boisaubry,,"commune de Luzé, près du chemin de Boisaubry au Montet."
DT37-15865,"Loupendu (le lieu de),",,Montet,,"commune de Luzé, près du chemin de Boisaubry au Montet."
DT37-15875,"Louris (le lieu des),",,Chapelle,,"commune de la Chapelle-Blanche, près du chemin de Bournan à la Chapelle."
DT37-15892,"Louzais (le lieu des),",,Nemant,,"commune de Savigny, près du chemin de Nemant à Savigny."
DT37-15898,"Louzil (le fief de),",,Poitou,,"paroisse de Sossay, en Poitou."
DT37-15904,"Luains (le fief de),",,Poitou,,"paroisse de Saint-Christophe-sous-Faye, en Poitou."
DT37-15955,"Lutinière (fontaine de la),",,Grand-Pressigny,,"commune du Petit-Pressigny, près du chemin du Grand-Pressigny au Petit-Pressigny."
DT37-15955,"Lutinière (fontaine de la),",,Petit-Pressigny,,"commune du Petit-Pressigny, près du chemin du Grand-Pressigny au Petit-Pressigny."
DT37-15973,"Macenillon (le lieu de),",,Chaperonnière,,"commune de Ligré, près du chemin de Ligre à la Chaperonnière."
DT37-15988,"le Cimetière,",,bourg de Rouziers,,dans le bourg de Rouziers.
DT37-15991,"Madeleine (bruyères de la),",,Lureuil,,"commune de Bossay, près du chemin de Bossay à Lureuil."
DT37-15992,"Madeleine (la),",ferme,bourg de Faye-la-Vineuse,,"ferme, dans le bourg de Faye-la-Vineuse."
DT37-15996,"Madeleine (la),",ferme,faubourg dit le Bourg-Neuf,,"ferme, commune de Preuilly, dans le faubourg dit le Bourg-Neuf."
DT37-16000,"Madeleine (île de la),",,Loire,,dans la Loire.
DT37-16014,"Mafrière (la),",ancienne dépendance,terre de Crissé,,ancienne dépendance de la terre de Crissé.
DT37-16016,"Mageries (le lieu des),",,Marigny,,"commune de Jaulnay, près du chemin de Richelieu à Marigny."
DT37-16104,"Maison-Brûlée (le lieu de la),",,landes du Ruchard,,"dans les landes du Ruchard, commune de Cravant."
DT37-16132,"Maison-du-Bois (le lieu de la),",,Faye,,"commune de Faye, près du chemin de Faye à Braye."
DT37-16132,"Maison-du-Bois (le lieu de la),",,Braye,,"commune de Faye, près du chemin de Faye à Braye."
DT37-16194,"Maison-Noire (le lieu de la),",,Bête,,"commune de Vou, près du chemin de la Bête."
DT37-16291,"Malaré (le lieu de),",,Vallée-de-Mesvres,,"commune de Civray-sur-Cher, près du chemin de la Vallée-de-Mesvres aux Touches."
DT37-16291,"Malaré (le lieu de),",,Touches,,"commune de Civray-sur-Cher, près du chemin de la Vallée-de-Mesvres aux Touches."
DT37-16293,Mala Paria,,paroisse du Grand-Pressigny,,paroisse du Grand-Pressigny.
DT37-16294,Mala Spina,,paroisse du Grand-Pressigny,,paroisse du Grand-Pressigny.
DT37-16300,Malavilla,,environs de Langeais,,dans les environs de Langeais.
DT37-16318,"Malgagne (le lieu de),",,Termellières,,"commune de la Chapelle-Blanche, près du chemin des Termellières aux Jumeaux."
DT37-16318,"Malgagne (le lieu de),",,Jumeaux,,"commune de la Chapelle-Blanche, près du chemin des Termellières aux Jumeaux."
DT37-16326,"Malheur (la fontaine du),",,Langlée,,"commune de Champigny, près du chemin de Langlée à la Barrière."
DT37-16326,"Malheur (la fontaine du),",,Barrière,,"commune de Champigny, près du chemin de Langlée à la Barrière."
DT37-16359,"Malnosses (le lieu des),",,Ferrières,,"commune de Ferrières-Larçon, près du chemin de Ligueil à Ferrières."
DT37-16373,"Malpogne (le lieu de),",,forêt du Grand-Pressigny,,dans la forêt du Grand-Pressigny.
DT37-16378,"Maltache (le lieu de),",,bourg d’Artannes,,dans le bourg d’Artannes.
DT37-16407,"Manège (le lieu du),",,Loges,,"commune de Chinon, près du chemin de Chinon aux Loges."
DT37-16437,"Mantonnelle (étang de la),",,paroisse du Bridoré,,paroisse du Bridoré.
DT37-16450,"Marais (la maison du),",,bourg de la Ferrière,,dans le bourg de la Ferrière.
DT37-16514,"Marchais-au-Loup (le lieu du),",,Celle-Guenand,,"commune de Charnizay, près du chemin de la Celle-Guenand à Saint-Flovier."
DT37-16521,"Marchais-Courant (le lieu du),",,Cirandes,,"commune d’Yzeures, près du chemin de Cirandes à Marigny."
DT37-16521,"Marchais-Courant (le lieu du),",,Marigny,,"commune d’Yzeures, près du chemin de Cirandes à Marigny."
DT37-16523,"Marchais-Crochet (le lieu du),",,Bois-Turmeau,,"commune de Cussay, près du chemin du Bois-Turmeau à la Cigogne."
DT37-16531,"Marchais-des-Canards (le lieu du),",,limites de Saint-Branchs,,"commune de Louans, sur les limites de Saint-Branchs."
DT37-16533,"Marchais-des-Petits-Chemins (le lieu du),",,landes du Ruchard,,"dans les landes du Ruchard, commune d’Avon."
DT37-16542,"Marchais-Poulinier (le lieu du),",,Chaîne-Soulière,,"commune de Manthelan, près du chemin de Manthelan à la Chaîne-Soulière."
DT37-16590,"Marcion (le lieu du),",,landes du Ruchard,,"dans les landes du Ruchard, commune d’Avon."
DT37-16631,"Margats (le lieu des),",,Saint-Étienne,,"commune de Mazières, près du chemin de Saint-Étienne à la Brosse."
DT37-16631,"Margats (le lieu des),",,Brosse,,"commune de Mazières, près du chemin de Saint-Étienne à la Brosse."
DT37-16644,"Mariantras (le lieu de),",,Girardières,,"commune d’Esves-le-Moutier, près du chemin de Ligueil aux Girardières."
DT37-16652,"Sainte-Marie-Madeleine (île),",,paroisse Saint-Pierre-des-Corps,,"dans la Loire, paroisse Saint-Pierre-des-Corps, en face de Saint-Loup."
DT37-16652,"Sainte-Marie-Madeleine (île),",,en face de Saint-Loup,,"dans la Loire, paroisse Saint-Pierre-des-Corps, en face de Saint-Loup."
DT37-16700,"Marmoutier (île de),",,Loire,,dans la Loire.
DT37-16757,Marriaco,,environs de l’Ile-Bouchard,,situé dans les environs de l’Ile-Bouchard.
DT37-16765,"Marsandron (le lieu de),",,paroisse du Fau,,paroisse du Fau (Reignac).
DT37-16783,"Marteaux (le bois des),",,Felonnière,,"commune de Thilouze, près du chemin de la Felonnière à la Villière."
DT37-16783,"Marteaux (le bois des),",,Villière,,"commune de Thilouze, près du chemin de la Felonnière à la Villière."
DT37-16800,"Martin (le fief),",,Véron,,dans le Véron.
DT37-16806,"Saint-Martin (la fontaine),",,Pré-Pineau,,"située au Pré-Pineau, près de Girodet, commune d’Esves-le-Moutier."
DT37-16881,"Masnières (le lieu des),",,Meslay,,"commune de Parçay-Meslay, près du chemin de Tours à Meslay."
DT37-16899,"Marteaux (le lieu des),",,limites de Ballan,,"commune de Druye, sur les limites de Ballan."
DT37-16912,"Maubec (abbaye de),",,Berry,,en Berry.
DT37-16919,"Mauclerc (la Croix),",,Échallerie,,"commune de Sorigny, près du chemin de l’Échallerie à Cesnay."
DT37-16919,"Mauclerc (la Croix),",,Cesnay,,"commune de Sorigny, près du chemin de l’Échallerie à Cesnay."
DT37-16943,"Mauguinière (croix de),",,vallée de Raye,,"commune de Chançay, près du chemin de Noizay à la vallée de Raye."
DT37-16978,"Maupas (le lieu de),",,Basse-Mansellière,,"commune de Nouâtre, près du chemin de Sainte-Maure à la Basse-Mansellière."
DT37-17001,"Maurice (la Fosse),",,Fosse-Besse,,"commune de Civray-sur-Cher, près du chemin de Fosse-Besse, aux Basses-Fougères."
DT37-17001,"Maurice (la Fosse),",,Basses-Fougères,,"commune de Civray-sur-Cher, près du chemin de Fosse-Besse, aux Basses-Fougères."
DT37-17003,"Saint-Maurice (bois de),",,limites de Sainte-Catherine-de-Fierbois,,"au sud de la commune de Sorigny, sur les limites de Sainte-Catherine-de-Fierbois."
DT37-17091,"Medards (le lieu des),",,Maillé,,"commune de Maillé, près du chemin de Maillé au village des Champs."
DT37-17097,"Mée (le lieu du),",,paroisse du Petit-Pressigny,,paroisse du Petit-Pressigny.
DT37-17114,"Melinay (le lieu de),",,près Loches,,"paroisse de Beaulieu, près Loches."
DT37-17128,"Menage (le),",vaste étendue de terrain,Bordes,,"vaste étendue de terrain situé entre les Bordes et la Fosse-Rouge, commune de Saint-Antoine-du-Rocher."
DT37-17128,"Menage (le),",vaste étendue de terrain,Fosse-Rouge,,"vaste étendue de terrain situé entre les Bordes et la Fosse-Rouge, commune de Saint-Antoine-du-Rocher."
DT37-17181,"Méon (la croix),",,limites de Chenu,,"commune de Brèches, sur les limites de Chenu."
DT37-17190,"Mercelots (bois des),",,Sainte-Julitte,,"commune de Saint-Senoch, près du chemin de Sainte-Julitte à Loches."
DT37-17196,"Merci-Dieu (abbaye de la),",,Poitou,,en Poitou.
DT37-17338,"Metière (le lieu de la),",,Port-de-Rassay,,"commune de Saint-Germain-sur-Vienne, près du chemin de Couziers au Port-de-Rassay."
DT37-17362,"Mézières-en-Brenne,",chef-lieu de canton,arrondissement du Blanc,,"chef-lieu de canton de l’arrondissement du Blanc (Indre),"
DT37-17440,"Millerie (le lieu de la),",,Chaîne-Soulière,,"commune de Manthelan, près du chemin de Manthelan à Chaîne-Soulière."
DT37-17446,"Millet (le ruisseau de),",,étang de la Douce,,"prend sa source dans l’étang de la Douce, commune de Continvoir, et se jette dans le Changeon, au lieu dit la Mulottière."
DT37-17446,"Millet (le ruisseau de),",,Mulottière,,"prend sa source dans l’étang de la Douce, commune de Continvoir, et se jette dans le Changeon, au lieu dit la Mulottière."
DT37-17475,"Mine-de-Grandmont (le lieu de la),",,paroisse du Grand-Pressigny,,paroisse du Grand-Pressigny.
DT37-17492,"Minées (le lieu des),",,Couarde,,"commune de Sorigny, près du chemin de la Couarde à l’Oclinière."
DT37-17492,"Minées (le lieu des),",,Oclinière,,"commune de Sorigny, près du chemin de la Couarde à l’Oclinière."
DT37-17498,"Mineraux (le lieu des),",,Germain,,"près du chemin de Saint-Flovier à Germain, commune de Saint-Flovier."
DT37-17512,"Miniéres (le lieu des),",,Sammarçolle,,"commune de Marçay, canton de Richelieu, près du chemin de Sammarçolle à Chinon."
DT37-17515,"Miniers (le lieu des),",,Azay,,"commune de Vallères, près du chemin de Villandry à Azay."
DT37-17534,"Misère (le lieu de),",,Tournon,,"commune de Saint-Pierre-de-Tournon, près du chemin de Tournon à Pouille."
DT37-17538,"Mission (la croix de),",,Azay,,"près du château de Charnizay, sur le chemin de Charnizay à Azay."
DT37-17591,"Moisinière (la), ou Moysinière,",,Anjou,,"paroisse d’Auverse, en Anjou."
DT37-17614,"Molivault (la croix de),",,Chemillé,,près du chemin de Saint-Christophe à Chemillé.
DT37-17615,"Mollette (la croix),",,Vitray,,"commune de Loché, près du chemin de Vitray à Villedomain."
DT37-17630,"Monceaux (le lieu de),",,Faroire,,"commune de Thilouze, près du chemin de Thilouze à la Faroire."
DT37-17634,"Monclair (la fontaine de),",,Giberdière,,"commune de Vallères, près du chemin de Valleres à la Giberdière."
DT37-17643,"Mondion,",,Poitou,,en Poitou.
DT37-17674,"Monpas (le lieu de),",,Haye,,"commune de la Guerche, près du chemin de la Haye à Barrou."
DT37-17756,"Montflière (le lieu de la),",ferme,Grands-Ormeaux,,"ferme, commune de Saint-Michel-sur-Loire, près du chemin des Grands-Ormeaux à Saint-Michel."
DT37-17756,"Montflière (le lieu de la),",ferme,Saint-Michel,,"ferme, commune de Saint-Michel-sur-Loire, près du chemin des Grands-Ormeaux à Saint-Michel."
DT37-17763,"Mont-Frelon (le lieu de),",,Bulardière,,"commune de Gizeux, près du chemin de la Bulardière à Butonneau."
DT37-17763,"Mont-Frelon (le lieu de),",,Butonneau,,"commune de Gizeux, près du chemin de la Bulardière à Butonneau."
DT37-17797,"Mont-Jacques (le lieu de),",,Noyers,,"commune de Nouâtre, près du chemin de Noyers aux Maisons-Rouges."
DT37-17797,"Mont-Jacques (le lieu de),",,Maisons-Rouges,,"commune de Nouâtre, près du chemin de Noyers aux Maisons-Rouges."
DT37-17819,"Montpertuis (le lieu de),",,Neuillé,,"commune de Nouâtre, près du chemin de Nouatre à Neuillé."
DT37-17905,"Moreaux (les bois),",,Bréchottière,,"commune de Louans, près du chemin de Sainte-Maure à la Bréchottière."
DT37-17932,"Morennières (le lieu des),",,Pictière,,"commune de Sazilly, près du chemin de la Pictière au carroi Tormeau."
DT37-17932,"Morennières (le lieu des),",,carroi Tormeau,,"commune de Sazilly, près du chemin de la Pictière au carroi Tormeau."
DT37-17943,"Moribot (le lieu de),",,Carroi-du-Saule,,"commune de Ligré, près du chemin du Carroi-du-Saule à Riviere."
DT37-17974,"Morilles (le lieu des),",,Seguinière,,"commune de Louans, près du chemin de la Seguinière à la Basse-Cour."
