Article,Vedette,Type vedette,Candidat,INSEE,Définition,Commentaire
DT10-02129,"Moulins à eau,",,Rasle,non,"aujourd'hui détruits : - sur l'Alain, à Pouy ; - sur l'Amance, à Amance ; - sur l'Ancre, à Bercenay-en-Othe ; - sur l'Ardusson, à Saint-Loup-de-Buffigny et à Quincey ; - sur la Barbuise, celui du Bécheret, un moulin à Charmont ; - sur la Barse, à la Brosse, commune de Montaulin ; au Rasle, commune de Courteranges ; à Chanteloup, commune de Lusigny ; aux Amancières, commune de Montiéramey ; au Moulinet, commune de Briel ; le moulin banal du Chêne, commune de la Villeneuve ; de la Carre, commune du Champ-au-Roi ; des Grandes-Forges, du Prieuré et de l'Ouzotte, à Vendeuvre ; - sur la Hurande, à Villepart, commune de Breviandes ; - sur le Meldançon, à Donnement et à St-Léger-sous-Margerie ; - sur l'Orvin, à Bercenay-le-Hayer ; - sur le Ravet, à Aulnay ; - sur la Seine, à Saint-Lye, à Vermoise, à Vanne, à Froide-Rive, à Culoison, à Pont-Sainte-Marie, à Saint-Parres (les moulins au Mont) (arch. municip. de Troyes, reg. de la voirie) ; à Troyes, moulin de Croncels, 1419 ; les moulins Neufs, créés en 1424, brûlés en 1524 ; à Saint-Julien, les moulins de Sencey (xvii
e siècle), à Targes, 1382 (arch. départ. fonds de l'Hôtel-Dieu-le-Comte), à Plaines ; - sur la Vanne, à Cosdon, commune de Paisy ; moulin à foulon, au-dessus d'Armentières, commune de Saint-Benoît-sur-Vanne ; à Vulaines, écart de cette commune ; - sur la Voire, à Chalette, à Betignicourt.",
DT10-02129,"Moulins à eau,",,S,non,"aujourd'hui détruits : - sur l'Alain, à Pouy ; - sur l'Amance, à Amance ; - sur l'Ancre, à Bercenay-en-Othe ; - sur l'Ardusson, à Saint-Loup-de-Buffigny et à Quincey ; - sur la Barbuise, celui du Bécheret, un moulin à Charmont ; - sur la Barse, à la Brosse, commune de Montaulin ; au Rasle, commune de Courteranges ; à Chanteloup, commune de Lusigny ; aux Amancières, commune de Montiéramey ; au Moulinet, commune de Briel ; le moulin banal du Chêne, commune de la Villeneuve ; de la Carre, commune du Champ-au-Roi ; des Grandes-Forges, du Prieuré et de l'Ouzotte, à Vendeuvre ; - sur la Hurande, à Villepart, commune de Breviandes ; - sur le Meldançon, à Donnement et à St-Léger-sous-Margerie ; - sur l'Orvin, à Bercenay-le-Hayer ; - sur le Ravet, à Aulnay ; - sur la Seine, à Saint-Lye, à Vermoise, à Vanne, à Froide-Rive, à Culoison, à Pont-Sainte-Marie, à Saint-Parres (les moulins au Mont) (arch. municip. de Troyes, reg. de la voirie) ; à Troyes, moulin de Croncels, 1419 ; les moulins Neufs, créés en 1424, brûlés en 1524 ; à Saint-Julien, les moulins de Sencey (xvii
e siècle), à Targes, 1382 (arch. départ. fonds de l'Hôtel-Dieu-le-Comte), à Plaines ; - sur la Vanne, à Cosdon, commune de Paisy ; moulin à foulon, au-dessus d'Armentières, commune de Saint-Benoît-sur-Vanne ; à Vulaines, écart de cette commune ; - sur la Voire, à Chalette, à Betignicourt.",
DT10-02129,"Moulins à eau,",,Saint-Parres,10357,"aujourd'hui détruits : - sur l'Alain, à Pouy ; - sur l'Amance, à Amance ; - sur l'Ancre, à Bercenay-en-Othe ; - sur l'Ardusson, à Saint-Loup-de-Buffigny et à Quincey ; - sur la Barbuise, celui du Bécheret, un moulin à Charmont ; - sur la Barse, à la Brosse, commune de Montaulin ; au Rasle, commune de Courteranges ; à Chanteloup, commune de Lusigny ; aux Amancières, commune de Montiéramey ; au Moulinet, commune de Briel ; le moulin banal du Chêne, commune de la Villeneuve ; de la Carre, commune du Champ-au-Roi ; des Grandes-Forges, du Prieuré et de l'Ouzotte, à Vendeuvre ; - sur la Hurande, à Villepart, commune de Breviandes ; - sur le Meldançon, à Donnement et à St-Léger-sous-Margerie ; - sur l'Orvin, à Bercenay-le-Hayer ; - sur le Ravet, à Aulnay ; - sur la Seine, à Saint-Lye, à Vermoise, à Vanne, à Froide-Rive, à Culoison, à Pont-Sainte-Marie, à Saint-Parres (les moulins au Mont) (arch. municip. de Troyes, reg. de la voirie) ; à Troyes, moulin de Croncels, 1419 ; les moulins Neufs, créés en 1424, brûlés en 1524 ; à Saint-Julien, les moulins de Sencey (xvii
e siècle), à Targes, 1382 (arch. départ. fonds de l'Hôtel-Dieu-le-Comte), à Plaines ; - sur la Vanne, à Cosdon, commune de Paisy ; moulin à foulon, au-dessus d'Armentières, commune de Saint-Benoît-sur-Vanne ; à Vulaines, écart de cette commune ; - sur la Voire, à Chalette, à Betignicourt.",
DT10-02129,"Moulins à eau,",,Targes,10386,"aujourd'hui détruits : - sur l'Alain, à Pouy ; - sur l'Amance, à Amance ; - sur l'Ancre, à Bercenay-en-Othe ; - sur l'Ardusson, à Saint-Loup-de-Buffigny et à Quincey ; - sur la Barbuise, celui du Bécheret, un moulin à Charmont ; - sur la Barse, à la Brosse, commune de Montaulin ; au Rasle, commune de Courteranges ; à Chanteloup, commune de Lusigny ; aux Amancières, commune de Montiéramey ; au Moulinet, commune de Briel ; le moulin banal du Chêne, commune de la Villeneuve ; de la Carre, commune du Champ-au-Roi ; des Grandes-Forges, du Prieuré et de l'Ouzotte, à Vendeuvre ; - sur la Hurande, à Villepart, commune de Breviandes ; - sur le Meldançon, à Donnement et à St-Léger-sous-Margerie ; - sur l'Orvin, à Bercenay-le-Hayer ; - sur le Ravet, à Aulnay ; - sur la Seine, à Saint-Lye, à Vermoise, à Vanne, à Froide-Rive, à Culoison, à Pont-Sainte-Marie, à Saint-Parres (les moulins au Mont) (arch. municip. de Troyes, reg. de la voirie) ; à Troyes, moulin de Croncels, 1419 ; les moulins Neufs, créés en 1424, brûlés en 1524 ; à Saint-Julien, les moulins de Sencey (xvii
e siècle), à Targes, 1382 (arch. départ. fonds de l'Hôtel-Dieu-le-Comte), à Plaines ; - sur la Vanne, à Cosdon, commune de Paisy ; moulin à foulon, au-dessus d'Armentières, commune de Saint-Benoît-sur-Vanne ; à Vulaines, écart de cette commune ; - sur la Voire, à Chalette, à Betignicourt.",
DT10-02129,"Moulins à eau,",,Vanne,10352,"aujourd'hui détruits : - sur l'Alain, à Pouy ; - sur l'Amance, à Amance ; - sur l'Ancre, à Bercenay-en-Othe ; - sur l'Ardusson, à Saint-Loup-de-Buffigny et à Quincey ; - sur la Barbuise, celui du Bécheret, un moulin à Charmont ; - sur la Barse, à la Brosse, commune de Montaulin ; au Rasle, commune de Courteranges ; à Chanteloup, commune de Lusigny ; aux Amancières, commune de Montiéramey ; au Moulinet, commune de Briel ; le moulin banal du Chêne, commune de la Villeneuve ; de la Carre, commune du Champ-au-Roi ; des Grandes-Forges, du Prieuré et de l'Ouzotte, à Vendeuvre ; - sur la Hurande, à Villepart, commune de Breviandes ; - sur le Meldançon, à Donnement et à St-Léger-sous-Margerie ; - sur l'Orvin, à Bercenay-le-Hayer ; - sur le Ravet, à Aulnay ; - sur la Seine, à Saint-Lye, à Vermoise, à Vanne, à Froide-Rive, à Culoison, à Pont-Sainte-Marie, à Saint-Parres (les moulins au Mont) (arch. municip. de Troyes, reg. de la voirie) ; à Troyes, moulin de Croncels, 1419 ; les moulins Neufs, créés en 1424, brûlés en 1524 ; à Saint-Julien, les moulins de Sencey (xvii
e siècle), à Targes, 1382 (arch. départ. fonds de l'Hôtel-Dieu-le-Comte), à Plaines ; - sur la Vanne, à Cosdon, commune de Paisy ; moulin à foulon, au-dessus d'Armentières, commune de Saint-Benoît-sur-Vanne ; à Vulaines, écart de cette commune ; - sur la Voire, à Chalette, à Betignicourt.",
DT10-02129,"Moulins à eau,",,Vendeuvre,10401,"aujourd'hui détruits : - sur l'Alain, à Pouy ; - sur l'Amance, à Amance ; - sur l'Ancre, à Bercenay-en-Othe ; - sur l'Ardusson, à Saint-Loup-de-Buffigny et à Quincey ; - sur la Barbuise, celui du Bécheret, un moulin à Charmont ; - sur la Barse, à la Brosse, commune de Montaulin ; au Rasle, commune de Courteranges ; à Chanteloup, commune de Lusigny ; aux Amancières, commune de Montiéramey ; au Moulinet, commune de Briel ; le moulin banal du Chêne, commune de la Villeneuve ; de la Carre, commune du Champ-au-Roi ; des Grandes-Forges, du Prieuré et de l'Ouzotte, à Vendeuvre ; - sur la Hurande, à Villepart, commune de Breviandes ; - sur le Meldançon, à Donnement et à St-Léger-sous-Margerie ; - sur l'Orvin, à Bercenay-le-Hayer ; - sur le Ravet, à Aulnay ; - sur la Seine, à Saint-Lye, à Vermoise, à Vanne, à Froide-Rive, à Culoison, à Pont-Sainte-Marie, à Saint-Parres (les moulins au Mont) (arch. municip. de Troyes, reg. de la voirie) ; à Troyes, moulin de Croncels, 1419 ; les moulins Neufs, créés en 1424, brûlés en 1524 ; à Saint-Julien, les moulins de Sencey (xvii
e siècle), à Targes, 1382 (arch. départ. fonds de l'Hôtel-Dieu-le-Comte), à Plaines ; - sur la Vanne, à Cosdon, commune de Paisy ; moulin à foulon, au-dessus d'Armentières, commune de Saint-Benoît-sur-Vanne ; à Vulaines, écart de cette commune ; - sur la Voire, à Chalette, à Betignicourt.",
DT10-02129,"Moulins à eau,",,Vermoise,10352,"aujourd'hui détruits : - sur l'Alain, à Pouy ; - sur l'Amance, à Amance ; - sur l'Ancre, à Bercenay-en-Othe ; - sur l'Ardusson, à Saint-Loup-de-Buffigny et à Quincey ; - sur la Barbuise, celui du Bécheret, un moulin à Charmont ; - sur la Barse, à la Brosse, commune de Montaulin ; au Rasle, commune de Courteranges ; à Chanteloup, commune de Lusigny ; aux Amancières, commune de Montiéramey ; au Moulinet, commune de Briel ; le moulin banal du Chêne, commune de la Villeneuve ; de la Carre, commune du Champ-au-Roi ; des Grandes-Forges, du Prieuré et de l'Ouzotte, à Vendeuvre ; - sur la Hurande, à Villepart, commune de Breviandes ; - sur le Meldançon, à Donnement et à St-Léger-sous-Margerie ; - sur l'Orvin, à Bercenay-le-Hayer ; - sur le Ravet, à Aulnay ; - sur la Seine, à Saint-Lye, à Vermoise, à Vanne, à Froide-Rive, à Culoison, à Pont-Sainte-Marie, à Saint-Parres (les moulins au Mont) (arch. municip. de Troyes, reg. de la voirie) ; à Troyes, moulin de Croncels, 1419 ; les moulins Neufs, créés en 1424, brûlés en 1524 ; à Saint-Julien, les moulins de Sencey (xvii
e siècle), à Targes, 1382 (arch. départ. fonds de l'Hôtel-Dieu-le-Comte), à Plaines ; - sur la Vanne, à Cosdon, commune de Paisy ; moulin à foulon, au-dessus d'Armentières, commune de Saint-Benoît-sur-Vanne ; à Vulaines, écart de cette commune ; - sur la Voire, à Chalette, à Betignicourt.",
DT10-02129,"Moulins à eau,",,Villepart,non,"aujourd'hui détruits : - sur l'Alain, à Pouy ; - sur l'Amance, à Amance ; - sur l'Ancre, à Bercenay-en-Othe ; - sur l'Ardusson, à Saint-Loup-de-Buffigny et à Quincey ; - sur la Barbuise, celui du Bécheret, un moulin à Charmont ; - sur la Barse, à la Brosse, commune de Montaulin ; au Rasle, commune de Courteranges ; à Chanteloup, commune de Lusigny ; aux Amancières, commune de Montiéramey ; au Moulinet, commune de Briel ; le moulin banal du Chêne, commune de la Villeneuve ; de la Carre, commune du Champ-au-Roi ; des Grandes-Forges, du Prieuré et de l'Ouzotte, à Vendeuvre ; - sur la Hurande, à Villepart, commune de Breviandes ; - sur le Meldançon, à Donnement et à St-Léger-sous-Margerie ; - sur l'Orvin, à Bercenay-le-Hayer ; - sur le Ravet, à Aulnay ; - sur la Seine, à Saint-Lye, à Vermoise, à Vanne, à Froide-Rive, à Culoison, à Pont-Sainte-Marie, à Saint-Parres (les moulins au Mont) (arch. municip. de Troyes, reg. de la voirie) ; à Troyes, moulin de Croncels, 1419 ; les moulins Neufs, créés en 1424, brûlés en 1524 ; à Saint-Julien, les moulins de Sencey (xvii
e siècle), à Targes, 1382 (arch. départ. fonds de l'Hôtel-Dieu-le-Comte), à Plaines ; - sur la Vanne, à Cosdon, commune de Paisy ; moulin à foulon, au-dessus d'Armentières, commune de Saint-Benoît-sur-Vanne ; à Vulaines, écart de cette commune ; - sur la Voire, à Chalette, à Betignicourt.",
DT10-02131,Moulins à vent.,,Maraye,10222,"- 1 à Auzon, 1 à Brevonne, 1 à Champfleury, 1 à Champignolle, 1 à Chassericourt, 1 à Cunfin, 1 à Doches, 1 à Faux-Villecerf, 1 à Fontette, 1 à Villy-le-Marechal, dit de Gizon, 1 à Maraye, 2 à Mesnil-Sellieres, 1 à Pel-et-Der, 1 à Semoine, 1 à Thil, 1 à Villiers-le-Bois.",
DT10-02132,Moulins à vent,,"
Beauregard
",non,"détruits depuis le milieu du xviii
e siècle. - 1 à 
Beauregard
, commune de Laines-aux-Bois ; 3 à Beurey, 1 à Blignicourt, 3 à Bouilly, 1 à Bouy-Luxembourg ; 1 à Brantigny, commune de Piney, dit de la Tombelle ; 1 à Channes, 1 à Chanteloup (Sainte-Savine), 1 à Charmont, 1 à Chassericourt, 1 à Coussegrey, 1 à Creney, 1 à Dierrey-Saint-Pierre ; 1 à Galilée (Laines-aux-Bois), 2 à Gerosdot, 1 à Jasseines, 1 à Lantages, 1 à Laubressel, 1 à Levigny, 1 à Lignol, 1 à Lirey, 1 à Longpre, 2 à Magnant, 2 à Magny-Fouchard, 1 à Messon, 1 à Montaulin, 1 à Montgueux, 1 à Montmorency, 2 à Nuisement (le Puits-et-Nuisement), 1 à Onjon, 1 à Pargues, 1 au Pavillon, 1 à Piney, 1 à Poivre, 1 à Pougy, 1 à Rance, 1 à Rosieres, 1 à Sainte-Savine, 1 à Saint-Usage, 1 à Thennelieres, 1 à Torvilliers, 1 à Vauchassis, 1 à Vauchonvilliers, 2 à la Vauriot (Laines-aux-Bois), 1 à Villeloup, 1 à Ville-sur-Terre, 1 à Villiers-le-Brûlé (Piney), 1 à Vitry-le-Croise, 1 à Voulgré.",
DT10-02132,Moulins à vent,,Brantigny,non,"détruits depuis le milieu du xviii
e siècle. - 1 à 
Beauregard
, commune de Laines-aux-Bois ; 3 à Beurey, 1 à Blignicourt, 3 à Bouilly, 1 à Bouy-Luxembourg ; 1 à Brantigny, commune de Piney, dit de la Tombelle ; 1 à Channes, 1 à Chanteloup (Sainte-Savine), 1 à Charmont, 1 à Chassericourt, 1 à Coussegrey, 1 à Creney, 1 à Dierrey-Saint-Pierre ; 1 à Galilée (Laines-aux-Bois), 2 à Gerosdot, 1 à Jasseines, 1 à Lantages, 1 à Laubressel, 1 à Levigny, 1 à Lignol, 1 à Lirey, 1 à Longpre, 2 à Magnant, 2 à Magny-Fouchard, 1 à Messon, 1 à Montaulin, 1 à Montgueux, 1 à Montmorency, 2 à Nuisement (le Puits-et-Nuisement), 1 à Onjon, 1 à Pargues, 1 au Pavillon, 1 à Piney, 1 à Poivre, 1 à Pougy, 1 à Rance, 1 à Rosieres, 1 à Sainte-Savine, 1 à Saint-Usage, 1 à Thennelieres, 1 à Torvilliers, 1 à Vauchassis, 1 à Vauchonvilliers, 2 à la Vauriot (Laines-aux-Bois), 1 à Villeloup, 1 à Ville-sur-Terre, 1 à Villiers-le-Brûlé (Piney), 1 à Vitry-le-Croise, 1 à Voulgré.",
DT10-02132,Moulins à vent,,Chanteloup,non,"détruits depuis le milieu du xviii
e siècle. - 1 à 
Beauregard
, commune de Laines-aux-Bois ; 3 à Beurey, 1 à Blignicourt, 3 à Bouilly, 1 à Bouy-Luxembourg ; 1 à Brantigny, commune de Piney, dit de la Tombelle ; 1 à Channes, 1 à Chanteloup (Sainte-Savine), 1 à Charmont, 1 à Chassericourt, 1 à Coussegrey, 1 à Creney, 1 à Dierrey-Saint-Pierre ; 1 à Galilée (Laines-aux-Bois), 2 à Gerosdot, 1 à Jasseines, 1 à Lantages, 1 à Laubressel, 1 à Levigny, 1 à Lignol, 1 à Lirey, 1 à Longpre, 2 à Magnant, 2 à Magny-Fouchard, 1 à Messon, 1 à Montaulin, 1 à Montgueux, 1 à Montmorency, 2 à Nuisement (le Puits-et-Nuisement), 1 à Onjon, 1 à Pargues, 1 au Pavillon, 1 à Piney, 1 à Poivre, 1 à Pougy, 1 à Rance, 1 à Rosieres, 1 à Sainte-Savine, 1 à Saint-Usage, 1 à Thennelieres, 1 à Torvilliers, 1 à Vauchassis, 1 à Vauchonvilliers, 2 à la Vauriot (Laines-aux-Bois), 1 à Villeloup, 1 à Ville-sur-Terre, 1 à Villiers-le-Brûlé (Piney), 1 à Vitry-le-Croise, 1 à Voulgré.",
DT10-02132,Moulins à vent,,Galilée,non,"détruits depuis le milieu du xviii
e siècle. - 1 à 
Beauregard
, commune de Laines-aux-Bois ; 3 à Beurey, 1 à Blignicourt, 3 à Bouilly, 1 à Bouy-Luxembourg ; 1 à Brantigny, commune de Piney, dit de la Tombelle ; 1 à Channes, 1 à Chanteloup (Sainte-Savine), 1 à Charmont, 1 à Chassericourt, 1 à Coussegrey, 1 à Creney, 1 à Dierrey-Saint-Pierre ; 1 à Galilée (Laines-aux-Bois), 2 à Gerosdot, 1 à Jasseines, 1 à Lantages, 1 à Laubressel, 1 à Levigny, 1 à Lignol, 1 à Lirey, 1 à Longpre, 2 à Magnant, 2 à Magny-Fouchard, 1 à Messon, 1 à Montaulin, 1 à Montgueux, 1 à Montmorency, 2 à Nuisement (le Puits-et-Nuisement), 1 à Onjon, 1 à Pargues, 1 au Pavillon, 1 à Piney, 1 à Poivre, 1 à Pougy, 1 à Rance, 1 à Rosieres, 1 à Sainte-Savine, 1 à Saint-Usage, 1 à Thennelieres, 1 à Torvilliers, 1 à Vauchassis, 1 à Vauchonvilliers, 2 à la Vauriot (Laines-aux-Bois), 1 à Villeloup, 1 à Ville-sur-Terre, 1 à Villiers-le-Brûlé (Piney), 1 à Vitry-le-Croise, 1 à Voulgré.",
DT10-02132,Moulins à vent,,la Vauriot,non,"détruits depuis le milieu du xviii
e siècle. - 1 à 
Beauregard
, commune de Laines-aux-Bois ; 3 à Beurey, 1 à Blignicourt, 3 à Bouilly, 1 à Bouy-Luxembourg ; 1 à Brantigny, commune de Piney, dit de la Tombelle ; 1 à Channes, 1 à Chanteloup (Sainte-Savine), 1 à Charmont, 1 à Chassericourt, 1 à Coussegrey, 1 à Creney, 1 à Dierrey-Saint-Pierre ; 1 à Galilée (Laines-aux-Bois), 2 à Gerosdot, 1 à Jasseines, 1 à Lantages, 1 à Laubressel, 1 à Levigny, 1 à Lignol, 1 à Lirey, 1 à Longpre, 2 à Magnant, 2 à Magny-Fouchard, 1 à Messon, 1 à Montaulin, 1 à Montgueux, 1 à Montmorency, 2 à Nuisement (le Puits-et-Nuisement), 1 à Onjon, 1 à Pargues, 1 au Pavillon, 1 à Piney, 1 à Poivre, 1 à Pougy, 1 à Rance, 1 à Rosieres, 1 à Sainte-Savine, 1 à Saint-Usage, 1 à Thennelieres, 1 à Torvilliers, 1 à Vauchassis, 1 à Vauchonvilliers, 2 à la Vauriot (Laines-aux-Bois), 1 à Villeloup, 1 à Ville-sur-Terre, 1 à Villiers-le-Brûlé (Piney), 1 à Vitry-le-Croise, 1 à Voulgré.",
DT10-02132,Moulins à vent,,Nuisement,10310,"détruits depuis le milieu du xviii
e siècle. - 1 à 
Beauregard
, commune de Laines-aux-Bois ; 3 à Beurey, 1 à Blignicourt, 3 à Bouilly, 1 à Bouy-Luxembourg ; 1 à Brantigny, commune de Piney, dit de la Tombelle ; 1 à Channes, 1 à Chanteloup (Sainte-Savine), 1 à Charmont, 1 à Chassericourt, 1 à Coussegrey, 1 à Creney, 1 à Dierrey-Saint-Pierre ; 1 à Galilée (Laines-aux-Bois), 2 à Gerosdot, 1 à Jasseines, 1 à Lantages, 1 à Laubressel, 1 à Levigny, 1 à Lignol, 1 à Lirey, 1 à Longpre, 2 à Magnant, 2 à Magny-Fouchard, 1 à Messon, 1 à Montaulin, 1 à Montgueux, 1 à Montmorency, 2 à Nuisement (le Puits-et-Nuisement), 1 à Onjon, 1 à Pargues, 1 au Pavillon, 1 à Piney, 1 à Poivre, 1 à Pougy, 1 à Rance, 1 à Rosieres, 1 à Sainte-Savine, 1 à Saint-Usage, 1 à Thennelieres, 1 à Torvilliers, 1 à Vauchassis, 1 à Vauchonvilliers, 2 à la Vauriot (Laines-aux-Bois), 1 à Villeloup, 1 à Ville-sur-Terre, 1 à Villiers-le-Brûlé (Piney), 1 à Vitry-le-Croise, 1 à Voulgré.",
DT10-02132,Moulins à vent,,Villiers-le-Brûlé,10287,"détruits depuis le milieu du xviii
e siècle. - 1 à 
Beauregard
, commune de Laines-aux-Bois ; 3 à Beurey, 1 à Blignicourt, 3 à Bouilly, 1 à Bouy-Luxembourg ; 1 à Brantigny, commune de Piney, dit de la Tombelle ; 1 à Channes, 1 à Chanteloup (Sainte-Savine), 1 à Charmont, 1 à Chassericourt, 1 à Coussegrey, 1 à Creney, 1 à Dierrey-Saint-Pierre ; 1 à Galilée (Laines-aux-Bois), 2 à Gerosdot, 1 à Jasseines, 1 à Lantages, 1 à Laubressel, 1 à Levigny, 1 à Lignol, 1 à Lirey, 1 à Longpre, 2 à Magnant, 2 à Magny-Fouchard, 1 à Messon, 1 à Montaulin, 1 à Montgueux, 1 à Montmorency, 2 à Nuisement (le Puits-et-Nuisement), 1 à Onjon, 1 à Pargues, 1 au Pavillon, 1 à Piney, 1 à Poivre, 1 à Pougy, 1 à Rance, 1 à Rosieres, 1 à Sainte-Savine, 1 à Saint-Usage, 1 à Thennelieres, 1 à Torvilliers, 1 à Vauchassis, 1 à Vauchonvilliers, 2 à la Vauriot (Laines-aux-Bois), 1 à Villeloup, 1 à Ville-sur-Terre, 1 à Villiers-le-Brûlé (Piney), 1 à Vitry-le-Croise, 1 à Voulgré.",
DT10-02132,Moulins à vent,,Voulgré,10443,"détruits depuis le milieu du xviii
e siècle. - 1 à 
Beauregard
, commune de Laines-aux-Bois ; 3 à Beurey, 1 à Blignicourt, 3 à Bouilly, 1 à Bouy-Luxembourg ; 1 à Brantigny, commune de Piney, dit de la Tombelle ; 1 à Channes, 1 à Chanteloup (Sainte-Savine), 1 à Charmont, 1 à Chassericourt, 1 à Coussegrey, 1 à Creney, 1 à Dierrey-Saint-Pierre ; 1 à Galilée (Laines-aux-Bois), 2 à Gerosdot, 1 à Jasseines, 1 à Lantages, 1 à Laubressel, 1 à Levigny, 1 à Lignol, 1 à Lirey, 1 à Longpre, 2 à Magnant, 2 à Magny-Fouchard, 1 à Messon, 1 à Montaulin, 1 à Montgueux, 1 à Montmorency, 2 à Nuisement (le Puits-et-Nuisement), 1 à Onjon, 1 à Pargues, 1 au Pavillon, 1 à Piney, 1 à Poivre, 1 à Pougy, 1 à Rance, 1 à Rosieres, 1 à Sainte-Savine, 1 à Saint-Usage, 1 à Thennelieres, 1 à Torvilliers, 1 à Vauchassis, 1 à Vauchonvilliers, 2 à la Vauriot (Laines-aux-Bois), 1 à Villeloup, 1 à Ville-sur-Terre, 1 à Villiers-le-Brûlé (Piney), 1 à Vitry-le-Croise, 1 à Voulgré.",
DT10-02145,"Moûtier-Saint-Loup (Le),",ancien prieuré,N. de Chappes,10083,"
ancien prieuré situé au N. de Chappes ; existait en 1332 ; est aujourd'hui détruit.",
DT10-02147,"Muissy (Le moûtier de),",,près Souleau,non,"
près Souleau, commune de Saint-Pouange.",
DT10-02160,"Nauxe (La),",ruisseau,"Dival, Villenauxe, la Rue, Barbuise, Courtavant",/10420//10031/,"
ruisseau, affluent de la rive droite de la Seine ; prend sa source au N. de Dival, arrose Dival, Villenauxe, la Rue, Barbuise, Courtavant, prend le nom de Canal de Courtavant et se jette dans la Seine près du hameau de la Vente, territoire de la Saulsotte.",
DT10-02160,"Nauxe (La),",ruisseau,hameau de la Vente,non,"
ruisseau, affluent de la rive droite de la Seine ; prend sa source au N. de Dival, arrose Dival, Villenauxe, la Rue, Barbuise, Courtavant, prend le nom de Canal de Courtavant et se jette dans la Seine près du hameau de la Vente, territoire de la Saulsotte.",
DT10-02160,"Nauxe (La),",ruisseau,N. de Dival,10420,"
ruisseau, affluent de la rive droite de la Seine ; prend sa source au N. de Dival, arrose Dival, Villenauxe, la Rue, Barbuise, Courtavant, prend le nom de Canal de Courtavant et se jette dans la Seine près du hameau de la Vente, territoire de la Saulsotte.",
DT10-02161,"Nemours (Duché-Pairie de),",,"
Seine-et-Marne
",non,"

Seine-et-Marne
.",
DT10-02170,"Nid-d'Aigle (Le),",canton,forêt d'Orient,non,"
canton de la forêt d'Orient, commune d’Amance.",
DT10-02174,"Noës (Les),",,2,non,"
2e canton de Troyes.",Problème
DT10-02182,"Nosle (La),",ruisseau,Saint-Mards à Paisy-Cosdon,10350/10276,"
ruisseau, affluent de la rive gauche de la Vanne ; de Saint-Mards à Paisy-Cosdon.",
DT10-02184,"Notre-Dame,",moulin,quartier de la Moline,non,"
moulin, commune de Troyes, quartier de la Moline.",
DT10-02187,"Notre-Dame-de-Bon-Secours,",chapelle,"dehors de Plancy
",10289,"
chapelle en dehors de Plancy
 ; aujourd'hui détruite.",
DT10-02190,"Notre-Dame-de-l'Écherelle,",chapelle,"faubourg Croncels de Troyes
",10387,"
chapelle au faubourg Croncels de Troyes
 ; détruite en 1795.",
DT10-02194,"Notre-Dame-des-Prés,",abbaye O.C.,S.-O. de Troyes,10387,"
abbaye O.C. fondée vers 1200 au S.-O. de Troyes, reconstruite en 1630 par l'abbesse Marie de la Chauffée et entourée de murs et de fossés ; détruite en 1791.",
DT10-02196,"Notre-Dame-de-Thouan,",ermitage ancien,"finage des Riceys
",10317,"
ermitage ancien, sur le finage des Riceys
, près du bois de Thouan ; démoli un peu avant la révolution de 1789.",
DT10-02201,"Notre-Dame-du-Faux,",prieuré,île de Ricey-Bas,10317,"
prieuré dans l'île de Ricey-Bas, construit au 
vii
e siècle par Léothérie et Ingora, sœurs de saint Ebbon, transféré vers 1635 au lieu-dit Saint-Antoine.",
DT10-02202,"Notre-Dame-du-Mée,",chapelle,"écart de Dampierre-de-l'Aube
",10121,"
chapelle, écart de Dampierre-de-l'Aube
 ; aujourd'hui détruite.",
DT10-02203,"Notre-Dame-du-Tertre,",chapelle,"coteau de Dienville
",10123,"
chapelle bâtie en 1686 sur le coteau de Dienville
 par Claire Barbarat, veuve de Louis Delaistre.",
DT10-02213,"Noue-des-Bondes (La),",bras,territoires de Saint-Benoît-sur-Seine et de Mergey,10336/10230,"
bras oriental de la Seine, territoires de Saint-Benoît-sur-Seine et de Mergey.",
DT10-02217,"Noues-Amance (Les),",ruisseau,Soulaines (Aube) à Louze (Haute-Marne),10372/52296,"
ruisseau, affluent de la rive gauche de la Laine ; de Soulaines (Aube) à Louze (Haute-Marne).",
DT10-02219,Novitias.....,lieu inconnu,"Prugny, Bouilly et Daudes",10307/10051/10245,"
lieu inconnu, mais situé in pago Trecassino, et nommé avec Prugny, Bouilly et Daudes.",
DT10-02231,"Ocey,",,"
commune
",non,"

commune
.",
DT10-02239,Oratorium.....,lieu,"
",non,"
lieu situé dans le 
pagus Tricassinus
.",Problème
DT10-02256,"Orvin (L'),",ruisseau,"
Somme-Fontaine
",10348,"
ruisseau, affluent de la rive gauche de la Seine ; prend sa source à 
Somme-Fontaine
 et se jette dans la Seine à Villiers-sur-Marne (Seine-et-Marne).",
DT10-02256,"Orvin (L'),",ruisseau,Villiers-sur-Marne,94079,"
ruisseau, affluent de la rive gauche de la Seine ; prend sa source à 
Somme-Fontaine
 et se jette dans la Seine à Villiers-sur-Marne (Seine-et-Marne).",
DT10-02260,"Ourse,",affluent,"
Poinçon
",52395,"
affluent de la rive droite de la Seine ; prend sa source à 
Poinçon
 (Haute-Marne) et se jette dans la Seine à Merrey.",
DT10-02261,"Ouze,",ruisseau,Roncenay à Villemereuil,10324,"
ruisseau, affluent de la rive gauche de la Mogne ; de Roncenay à Villemereuil.",
