Article,Vedette,type vedette,Candidat,INSEE,Definition,Correction,Commentaire
DT80-01545,"Ecce Homo,",,"
            Eaucourt
         ",80262,"dép. d’
            Eaucourt
         .",,
DT80-03636,"Petit Moulin,",,"
            Eaucourt
         ",80262,"dép. d’
            Eaucourt
         .",,
DT80-02636,"Lignières,",fief,"
            Echelle
         ",80263,"
         fief sis à l’
            Echelle
         . — Daire. Doy. de Montdidier.",,
DT80-01468,"Diencourt,",,"
            Echelle-Saint-Taurin
         ",80263,"dép. de l’
            Echelle-Saint-Taurin
         , 5 habitants.",,
DT80-04480,"S. Leu,",ferme,"
            Echelle-St-Taurin
         ",80263,"
         ferme dép. de l’
            Echelle-St-Taurin
         .",Echelle-Saint-Taurin,
DT80-04614,"S. Taurin,",,"
            Echelle-St-Taurin
         ",80263,"dép. de l’
            Echelle-St-Taurin
         . 105 habitants.",Echelle-Saint-Taurin,
DT80-02614,"Lengrennée,",,"
            Eclusier
         ",80264,"dép. d’
            Eclusier
         .",,
DT80-04643,"Geneviève,",chapelle,"
            Elincourt
         ",non,"
         chapelle sise à 
            Elincourt
         , dép. de Saint-Blimont.",,
DT80-02494,Hôpital,,"
            Emery-Hallon
         ",80284,"dép. d’
            Emery-Hallon
         .",,
DT80-03880,"Préville,",fief,"
            Épagnette
         ",80268,"
         fief sis à 
            Épagnette
         .",,
DT80-01181,"Chaufour Mathieu,",habitation isolée,"
            Erameccourt
         ",80276,"
         habitation isolée dép. d’
            Erameccourt
         .",Eramecourt,
DT80-00930,"Camp Thibaut,",lieu dit,"
            Esserteaux
         ",80285,"
         lieu dit à 
            Esserteaux
         .",,
DT80-04674,Vierge,chapelle,"
            Fay
         ",80304,"
         chapelle dép. de 
            Fay
         .",,
DT80-03099,"Mon-idée,",habitation isolée,"
            Feuillaucourt
         ",80017,"
         habitation isolée dép. de 
            Feuillaucourt
         .",,
DT80-03604,Petit Dargnies,,"
            Feuquières
         ",80308,"dép. de 
            Feuquières
         , 67 habitants.",,
DT80-04592,"S. Roch,",chapelle,"
            Flamicourt
         ",non,"
         chapelle dép. de 
            Flamicourt
         .",,
DT80-01392,Cranière,écart,"
            Flamicourt-lès-Doingt
         ",80240,"
         écart dép. de 
            Flamicourt-lès-Doingt
         .",,
DT80-01869,"Flavieux,",,"
            Flavi-le-Sec
         ",80224,"dép. de 
            Flavi-le-Sec
         . Lieu détruit.",,
DT80-04593,"S. Roch,",chapelle,"
            Flers
         ",non,"
         chapelle dép. de 
            Flers
         .",,
DT80-01249,"Cocquelet,",ferme,"
            Flers
         ",80315,"
         ferme dép. de 
            Flers
          (canton d’Ailly).",,
DT80-05042,"Val au puits,",,"
            Flers
         ",non,"dép. de 
            Flers
         .",,
DT80-03397,"Notre-Dame-de-Consolation,",,"
            Flers-en-Verm
         ",80314,"dép. de 
            Flers-en-Verm
         .",Flers-en-Vermandois,
DT80-00576,"Boncourt,",fief,"
            Folie
         ",80205,"
         fief sis à 
            Folie
         .",,
DT80-04325,Ruisseaux,ruisseaux,"
            Fontaine
         ",80324,"Ces ruisseaux n’ont pas de noms particuliers. L’un vient des fonds d’Oisemont et de Cannessières à 
            Fontaine
         . L’autre qui prend naissance à l’extrémité du territoire, sur AUMATRE, se réunit au premier. Un troisième longe le territoire aux extrémités, vers FRETTECUISSE et VERGIES.",,
DT80-01529,"Eau du Tournel,",ruisseau,"
            Fortmanoir
         ",80131,"
         ruisseau allant de 
            Fortmanoir
          
         vers Longueau.",,
DT80-00141,"Archonval,",fief,"
            Fouencamp
         ",80337,"
         fief sis à 
            Fouencamp
         .",,
DT80-04266,"Ruisseau Potel,",cours d’eau,"
            Framicourt
         ",80343,"
         cours d’eau à 
            Framicourt
         .",,
DT80-04233,Routre,ferme,"
            Framicourt
         ",80343,"
         ferme dép. de 
            Framicourt
         .",,
DT80-03601,Petit Conseil,fief,"
            Framicourt
         ",80343,"
         fief sis à 
            Framicourt
         .",,
DT80-05360,"Witainéglise,",,"
            Framicourt
         ",80343,"dép. de 
            Framicourt
         , 136 habitants.",,
DT80-03611,"Petit Framicourt,",,"
            Framicourt
         ",80343,"dép. de 
            Framicourt
         , 69 habitants.",,
DT80-00256,"Barraquin,",fief,"
            Fransières-en-Vimeu
         ",80344,"
         fief sis à 
            Fransières-en-Vimeu
         .",,
DT80-05278,Vivier,étang,"
            Freschevillers
         ",80253,"
         étang dép. de 
            Freschevillers
         . Actuellement desséché.",,
DT80-02952,"Mazancourt,",hameau,"
            Fresne
         ",80353,"
         hameau dép. de 
            Fresne
         , 100 habitants.",,
DT80-03470,"Obert,",fief,"
            Fresne-les-Nampont
         ",80580,"
         fief sis à 
            Fresne-les-Nampont
         . M. Prarond.",,
DT80-02135,"Genermont,",hameau,"
            Fresnes
         ",80353,"
         hameau dép. de 
            Fresnes
         , 53 habitants.",,
DT80-02823,Malacquis,fief,"
            Fresnes-Tilloloy
         ",80354,"
         fief sis à 
            Fresnes-Tilloloy
         .",,
DT80-01013,Carrière,ferme,"
            Frohen
         ",80369,"
         ferme, dép. de 
            Frohen
         .",,
DT80-00464,"Béthencourt,",fief,"
            Frohen
         ",80369,"
         fief sis à 
            Frohen
         .",,
DT80-03515,Ormesson,fief,"
            Froissy
         ",80593,"
         fief sis à 
            Froissy
         .",,
DT80-04275,Ruisseau de Froissy.,ruisseau,"
            Froissy
         ",80593,"Ce ruisseau partant de 
            Froissy
         , qu’indiquent sans nom Cassini et l’Etat-Major, se jette bientôt dans la Somme.",,
DT80-01314,"Corps-de-garde,",,"
            Froissy
         ",80593,"dép. de 
            Froissy
         .",,
DT80-01996,"Fossé du Temple,",ruisseau,"
            Gard
         ",80229,"
         ruisseau qui clôturait le 
            Gard
          et allait à la Somme.",,
DT80-02389,"Haute-Visée,",,"
            Gard
         ",80229,"dép. du 
            Gard
         . — Ancien poste de gabelle.",,
DT80-02857,Marais,fief,"
            Gollencourt
         ",80246,"
         fief sis à 
            Gollencourt
         .",,
DT80-04415,"S. Fuscien,",fief,"
            Gollencourt
         ",80246,"
         fief sis à 
            Gollencourt
         .",,
DT80-04423,"S. Georges,",moulin,"
            Gomiécourt
         ",80002,"dép. de 
            Gomiécourt
         .",,
DT80-04913,"Tofflet,",,"
            Grand-Laviers
         ",80385,"dép. de 
            Grand-Laviers
         .",,
DT80-04330,"Rumont,",fief,"
            Grandsart
         ",80051,"
         fief sis à 
            Grandsart
         .",,
DT80-02835,"Malot,",fief,"
            Grébeaumesnil
         ",80388,"
         fief sis à 
            Grébeaumesnil
         .",,
DT80-02365,"Harponlieu,",fief,"
            Grouches
         ",80392,"
         fief dép. de 
            Grouches
         .",,
DT80-00902,Calimont,fief,"
            Grouches
         ",80392,"
         fief sis à 
            Grouches
         .",,
DT80-02690,"Lucheul,",,"
            Grouches
         ",80392,"dép. de 
            Grouches
         , 331 habitants.",,
DT80-04632,"Anne,",chapelle,"
            Gueschart
         ",80396,"
         chapelle dép. de 
            Gueschart
         .",,
DT80-00389,"Bellet,",fief,"
            Gueschart
         ",80396,"
         fief sis à 
            Gueschart
         .",,
DT80-02169,"Gourguechon,",fief,"
            Gueschart
         ",80396,"
         fief sis à 
            Gueschart
         .",,
DT80-04712,"Sarton,",fief,"
            Gueschart
         ",80396,"
         fief sis à 
            Gueschart
         .",,
DT80-01440,"Cumon-ville,",,"
            Gueschart
         ",80396,"dép. de 
            Gueschart
         , 53 habitants.",,
DT80-00343,"Beaussart,",,"
            Gueschart
         ",80396,"dép. de 
            Gueschart
         .",,
DT80-02183,Grand Calvaire,,"
            Gueschart
         ",80396,"dép. de 
            Gueschart
         .",,
DT80-00945,Canal de Lanchères.,canal,"
            Hable
         ",80182,"Ce canal qui a sa source au 
            Hable
          se jette dans la baie de Somme au Hourdel.",,
DT80-03782,"Pont de Hale,",,"
            Halles
         ",80620,"à 
            Halles
         , près Péronne.",,
DT80-00607,Bosquet,bois,"
            Hallivillers
         ",non,"
         bois dép. d’
            Hallivillers
         .",,
DT80-00779,"Briot,",fief,"
            Hallivillers
         ",non,"
         fief sis à 
            Hallivillers
         .",,
DT80-04858,"Tenailles,",fief,"
            Hamel
         ",80411,"
         fief sis à 
            Hamel
         .",,
DT80-03928,"Quelbec,",fief,"
            Hamel
         ",80411,"
         fief sis au 
            Hamel
         .",,
DT80-05303,"Vraines,",fief,"
            Hamel
         ",80411,"
         fief sis au 
            Hamel
         .",,
DT80-02026,"Franc-Manoir,",fief,"
            Hamel
         ",80411,"
         fief sis au 
            Hamel
         . — Daire. Doy. de Lihons.",,
DT80-00732,"Bouzencourt,",hameau,"
            Hamel
         ",80411,"
         hameau, dép. de le 
            Hamel
         , 38 habitants.",,
DT80-02336,"Hamelet,",ruisseau,"
            Hamelet-lès-Favières
         ",80303,"
         ruisseau qui de 
            Hamelet-lès-Favières
          va se perdre dans la baie de Somme.",,
DT80-04553,"S. Pierre,",chapelle,"
            Handicourt
         ",non,"
         chapelle sise à 
            Handicourt
         , dép. d’AGNIERES.",,
DT80-02543,"Hy,",fief,"
            Handrechy
         ",80500,"
         fief sis à 
            Handrechy
         . M. Prarond.",,
DT80-04242,"Rouvroy,",fief,"
            Hantecourt
         ",80809,"
         fief sis à 
            Hantecourt
         .",,
DT80-01616,Epine,fief,"
            Haute-Visée-l’Epine
         ",80044,"dép. de 
            Haute-Visée-l’Epine
         .",,
DT80-01029,"Caserne de Hautebut,",,"
            Hautebut
         ",80826,"dép. d’
            Hautebut
         , 26 habitants.",,
DT80-01313,"Corps-de-garde,",,"
            Hautebut
         ",80826,"dép. de 
            Hautebut
         .",,
DT80-02302,Halle,ferme,"
            Hautvillers
         ",80422,"
         ferme dép. de 
            Hautvillers
         , 7 habitants.",,
DT80-04173,"Romont,",fief,"
            Hautvillers
         ",80422,"
         fief sis à 
            Hautvillers
         .",,
DT80-03527,"Ouville,",,"
            Hautvillers
         ",80422,"dép. de 
            Hautvillers
         , 113 habitants.",,
DT80-01638,Equipée,,"
            Hautvillers
         ",80422,"dép. de 
            Hautvillers
         . — Non indiqué par Cassini.",,
DT80-01729,"Fancamp,",fief,"
            Hébecourt
         ",80791,"
         fief sis à 
            Hébecourt
         . Non indiqué par Cassini.",,
DT80-02610,"Lecomte,",fief,"
            Helcourt
         ",non,"
         fief sis à 
            Helcourt
         . M. Prarond.",,
DT80-04650,"Marie-Magdelaine,",chapelle,"
            Hélicourt
         ",80760,"
         chapelle dép. d’
            Hélicourt
         .",,
DT80-02621,"Lherminier,",fief,"
            Hélicourt
         ",80760,"
         fief sis à 
            Hélicourt
         . — M. Prarond.",,
DT80-02717,"Maigneville,",fief,"
            Hélicourt
         ",80760,"
         fief sis à 
            Hélicourt
         . M. Prarond.",,
DT80-00196,"Auricourt,",fief,"
            Hem
         ",non,"
         fief sis à 
            Hem
         .",,
DT80-00402,Belle-vue,,"
            Hem
         ",80427,"dép. de 
            Hem
         , 4 habitants.",,
DT80-01771,Ferme,,"
            Hem
         ",80428,"dép. de 
            Hem
         .",,
DT80-02583,"Laleu,",,"
            Hem
         ",80427,"dép. de 
            Hem
         . — Non indiqué par l’Etat-major.",,
DT80-04083,"Risquetout,",,"
            Hem
         ",80427,"dép. de 
            Hem
         . 19 habitants.",,
DT80-04383,"Saint Clair,",hameau,"
            Hescamps-Saint-Clair
         ",80436,"
         hameau dép. d’
            Hescamps-Saint-Clair
         . 72 habitants.",,
DT80-02448,Hermitage,ruisseau,"
            Heure
         ",80171,"
         ruisseau qui prend sa source à l’
            Heure
          et se jette dans le Scardon à la Bouvaque.",,
DT80-03409,"N.-D. de Hocquelus,",chapelle,"
            Hocquelus
         ",80008,"
         chapelle dép. d’
            Hocquelus
         .",,
DT80-01938,"Fontenelles,",fief,"
            Hocquelus
         ",80008,"
         fief sis à 
            Hocquelus
         .",,
DT80-03348,"Neuville,",fief,"
            Hocquelus
         ",80008,"
         fief sis à 
            Hocquelus
         .",,
